PassengerId,Survived,Pclass,Sex,Age,SibSp,Parch,Fare,Embarked
447,1,2,0,13.0,0.0,0,19.5,3
448,1,1,1,34.0,0.0,0,26.55,3
449,1,3,0,5.0,2.0,0,19.2583,0
450,1,1,1,52.0,0.0,0,30.5,3
451,0,2,1,36.0,1.0,0,27.75,3
452,0,3,1,28.0,1.0,0,19.9667,3
453,0,1,1,30.0,0.0,0,27.75,0
454,1,1,1,49.0,1.0,0,65.6344,0
455,0,3,1,28.0,0.0,0,8.05,3
456,1,3,1,29.0,0.0,0,7.8958,0
457,0,1,1,64.8125,0.0,0,26.55,3
458,1,1,0,28.0,1.0,0,51.8625,3
459,1,2,0,50.0,0.0,0,10.5,3
460,0,3,1,28.0,0.0,0,7.75,2
461,1,1,1,48.0,0.0,0,26.55,3
462,0,3,1,34.0,0.0,0,8.05,3
463,0,1,1,47.0,0.0,0,38.5,3
464,0,2,1,48.0,0.0,0,13.0,3
465,0,3,1,28.0,0.0,0,8.05,3
466,0,3,1,38.0,0.0,0,7.05,3
467,0,2,1,28.0,0.0,0,0.0,3
468,0,1,1,56.0,0.0,0,26.55,3
469,0,3,1,28.0,0.0,0,7.725,2
470,1,3,0,0.75,2.0,0,19.2583,0
471,0,3,1,28.0,0.0,0,7.25,3
472,0,3,1,38.0,0.0,0,8.6625,3
473,1,2,0,33.0,1.0,0,27.75,3
474,1,2,0,23.0,0.0,0,13.7917,0
475,0,3,0,22.0,0.0,0,9.8375,3
476,0,1,1,28.0,0.0,0,52.0,3
477,0,2,1,34.0,1.0,0,21.0,3
478,0,3,1,29.0,1.0,0,7.0458,3
479,0,3,1,22.0,0.0,0,7.5208,3
480,1,3,0,2.0,0.0,0,12.2875,3
481,0,3,1,9.0,2.5,0,46.9,3
482,0,2,1,28.0,0.0,0,0.0,3
483,0,3,1,50.0,0.0,0,8.05,3
484,1,3,0,63.0,0.0,0,9.5875,3
485,1,1,1,25.0,1.0,0,65.6344,0
486,0,3,0,28.0,2.5,0,25.4667,3
487,1,1,0,35.0,1.0,0,65.6344,3
488,0,1,1,58.0,0.0,0,29.7,0
489,0,3,1,30.0,0.0,0,8.05,3
490,1,3,1,9.0,1.0,0,15.9,3
491,0,3,1,28.0,1.0,0,19.9667,3
492,0,3,1,21.0,0.0,0,7.25,3
493,0,1,1,55.0,0.0,0,30.5,3
494,0,1,1,64.8125,0.0,0,49.5042,0
495,0,3,1,21.0,0.0,0,8.05,3
496,0,3,1,28.0,0.0,0,14.4583,0
497,1,1,0,54.0,1.0,0,65.6344,0
498,0,3,1,28.0,0.0,0,15.1,3
499,0,1,0,25.0,1.0,0,65.6344,3
500,0,3,1,24.0,0.0,0,7.7958,3
501,0,3,1,17.0,0.0,0,8.6625,3
502,0,3,0,21.0,0.0,0,7.75,2
503,0,3,0,28.0,0.0,0,7.6292,2
504,0,3,0,37.0,0.0,0,9.5875,3
505,1,1,0,16.0,0.0,0,65.6344,3
506,0,1,1,18.0,1.0,0,65.6344,0
507,1,2,0,33.0,0.0,0,26.0,3
508,1,1,1,28.0,0.0,0,26.55,3
509,0,3,1,28.0,0.0,0,22.525,3
510,1,3,1,26.0,0.0,0,56.4958,3
511,1,3,1,29.0,0.0,0,7.75,2
512,0,3,1,28.0,0.0,0,8.05,3
513,1,1,1,36.0,0.0,0,26.2875,3
514,1,1,0,54.0,1.0,0,59.4,0
515,0,3,1,24.0,0.0,0,7.4958,3
516,0,1,1,47.0,0.0,0,34.0208,3
517,1,2,0,34.0,0.0,0,10.5,3
518,0,3,1,28.0,0.0,0,24.15,2
519,1,2,0,36.0,1.0,0,26.0,3
520,0,3,1,32.0,0.0,0,7.8958,3
521,1,1,0,30.0,0.0,0,65.6344,3
522,0,3,1,22.0,0.0,0,7.8958,3
523,0,3,1,28.0,0.0,0,7.225,0
524,1,1,0,44.0,0.0,0,57.9792,0
525,0,3,1,28.0,0.0,0,7.2292,0
526,0,3,1,40.5,0.0,0,7.75,2
527,1,2,0,50.0,0.0,0,10.5,3
528,0,1,1,28.0,0.0,0,65.6344,3
529,0,3,1,39.0,0.0,0,7.925,3
530,0,2,1,23.0,2.0,0,11.5,3
531,1,2,0,2.0,1.0,0,26.0,3
532,0,3,1,28.0,0.0,0,7.2292,0
533,0,3,1,17.0,1.0,0,7.2292,0
534,1,3,0,28.0,0.0,0,22.3583,0
535,0,3,0,30.0,0.0,0,8.6625,3
536,1,2,0,7.0,0.0,0,26.25,3
537,0,1,1,45.0,0.0,0,26.55,3
538,1,1,0,30.0,0.0,0,65.6344,0
539,0,3,1,28.0,0.0,0,14.5,3
540,1,1,0,22.0,0.0,0,49.5,0
541,1,1,0,36.0,0.0,0,65.6344,3
542,0,3,0,9.0,2.5,0,31.275,3
543,0,3,0,11.0,2.5,0,31.275,3
544,1,2,1,32.0,1.0,0,26.0,3
545,0,1,1,50.0,1.0,0,65.6344,0
546,0,1,1,64.0,0.0,0,26.0,3
547,1,2,0,19.0,1.0,0,26.0,3
548,1,2,1,28.0,0.0,0,13.8625,0
549,0,3,1,33.0,1.0,0,20.525,3
550,1,2,1,8.0,1.0,0,36.75,3
551,1,1,1,17.0,0.0,0,65.6344,0
552,0,2,1,27.0,0.0,0,26.0,3
553,0,3,1,28.0,0.0,0,7.8292,2
554,1,3,1,22.0,0.0,0,7.225,0
555,1,3,0,22.0,0.0,0,7.775,3
556,0,1,1,62.0,0.0,0,26.55,3
557,1,1,0,48.0,1.0,0,39.6,0
558,0,1,1,28.0,0.0,0,65.6344,0
559,1,1,0,39.0,1.0,0,65.6344,3
560,1,3,0,36.0,1.0,0,17.4,3
561,0,3,1,28.0,0.0,0,7.75,2
562,0,3,1,40.0,0.0,0,7.8958,3
563,0,2,1,28.0,0.0,0,13.5,3
564,0,3,1,28.0,0.0,0,8.05,3
565,0,3,0,28.0,0.0,0,8.05,3
566,0,3,1,24.0,2.0,0,24.15,3
567,0,3,1,19.0,0.0,0,7.8958,3
568,0,3,0,29.0,0.0,0,21.075,3
569,0,3,1,28.0,0.0,0,7.2292,0
570,1,3,1,32.0,0.0,0,7.8542,3
571,1,2,1,62.0,0.0,0,10.5,3
572,1,1,0,53.0,2.0,0,51.4792,3
573,1,1,1,36.0,0.0,0,26.3875,3
574,1,3,0,28.0,0.0,0,7.75,2
575,0,3,1,16.0,0.0,0,8.05,3
576,0,3,1,19.0,0.0,0,14.5,3
577,1,2,0,34.0,0.0,0,13.0,3
578,1,1,0,39.0,1.0,0,55.9,3
579,0,3,0,28.0,1.0,0,14.4583,0
580,1,3,1,32.0,0.0,0,7.925,3
581,1,2,0,25.0,1.0,0,30.0,3
582,1,1,0,39.0,1.0,0,65.6344,0
583,0,2,1,54.0,0.0,0,26.0,3
584,0,1,1,36.0,0.0,0,40.125,0
585,0,3,1,28.0,0.0,0,8.7125,0
586,1,1,0,18.0,0.0,0,65.6344,3
587,0,2,1,47.0,0.0,0,15.0,3
588,1,1,1,60.0,1.0,0,65.6344,0
589,0,3,1,22.0,0.0,0,8.05,3
590,0,3,1,28.0,0.0,0,8.05,3
591,0,3,1,35.0,0.0,0,7.125,3
592,1,1,0,52.0,1.0,0,65.6344,0
593,0,3,1,47.0,0.0,0,7.25,3
594,0,3,0,28.0,0.0,0,7.75,2
595,0,2,1,37.0,1.0,0,26.0,3
596,0,3,1,36.0,1.0,0,24.15,3
597,1,2,0,28.0,0.0,0,33.0,3
598,0,3,1,49.0,0.0,0,0.0,3
599,0,3,1,28.0,0.0,0,7.225,0
600,1,1,1,49.0,1.0,0,56.9292,0
601,1,2,0,24.0,2.0,0,27.0,3
602,0,3,1,28.0,0.0,0,7.8958,3
603,0,1,1,28.0,0.0,0,42.4,3
604,0,3,1,44.0,0.0,0,8.05,3
605,1,1,1,35.0,0.0,0,26.55,0
606,0,3,1,36.0,1.0,0,15.55,3
607,0,3,1,30.0,0.0,0,7.8958,3
608,1,1,1,27.0,0.0,0,30.5,3
609,1,2,0,22.0,1.0,0,41.5792,0
610,1,1,0,40.0,0.0,0,65.6344,3
611,0,3,0,39.0,1.0,0,31.275,3
612,0,3,1,28.0,0.0,0,7.05,3
613,1,3,0,28.0,1.0,0,15.5,2
614,0,3,1,28.0,0.0,0,7.75,2
615,0,3,1,35.0,0.0,0,8.05,3
616,1,2,0,24.0,1.0,0,65.0,3
617,0,3,1,34.0,1.0,0,14.4,3
618,0,3,0,26.0,1.0,0,16.1,3
619,1,2,0,4.0,2.0,0,39.0,3
620,0,2,1,26.0,0.0,0,10.5,3
621,0,3,1,27.0,1.0,0,14.4542,0
622,1,1,1,42.0,1.0,0,52.5542,3
623,1,3,1,20.0,1.0,0,15.7417,0
624,0,3,1,21.0,0.0,0,7.8542,3
625,0,3,1,21.0,0.0,0,16.1,3
626,0,1,1,61.0,0.0,0,32.3208,3
627,0,2,1,57.0,0.0,0,12.35,2
628,1,1,0,21.0,0.0,0,65.6344,3
629,0,3,1,26.0,0.0,0,7.8958,3
630,0,3,1,28.0,0.0,0,7.7333,2
631,1,1,1,64.8125,0.0,0,30.0,3
632,0,3,1,51.0,0.0,0,7.0542,3
633,1,1,1,32.0,0.0,0,30.5,0
634,0,1,1,28.0,0.0,0,0.0,3
635,0,3,0,9.0,2.5,0,27.9,3
636,1,2,0,28.0,0.0,0,13.0,3
637,0,3,1,32.0,0.0,0,7.925,3
638,0,2,1,31.0,1.0,0,26.25,3
639,0,3,0,41.0,0.0,0,39.6875,3
640,0,3,1,28.0,1.0,0,16.1,3
641,0,3,1,20.0,0.0,0,7.8542,3
642,1,1,0,24.0,0.0,0,65.6344,0
643,0,3,0,2.0,2.5,0,27.9,3
644,1,3,1,28.0,0.0,0,56.4958,3
645,1,3,0,0.75,2.0,0,19.2583,0
646,1,1,1,48.0,1.0,0,65.6344,0
647,0,3,1,19.0,0.0,0,7.8958,3
648,1,1,1,56.0,0.0,0,35.5,0
649,0,3,1,28.0,0.0,0,7.55,3
650,1,3,0,23.0,0.0,0,7.55,3
651,0,3,1,28.0,0.0,0,7.8958,3
652,1,2,0,18.0,0.0,0,23.0,3
653,0,3,1,21.0,0.0,0,8.4333,3
654,1,3,0,28.0,0.0,0,7.8292,2
655,0,3,0,18.0,0.0,0,6.75,2
656,0,2,1,24.0,2.0,0,65.6344,3
657,0,3,1,28.0,0.0,0,7.8958,3
658,0,3,0,32.0,1.0,0,15.5,2
659,0,2,1,23.0,0.0,0,13.0,3
660,0,1,1,58.0,0.0,0,65.6344,0
661,1,1,1,50.0,2.0,0,65.6344,3
662,0,3,1,40.0,0.0,0,7.225,0
663,0,1,1,47.0,0.0,0,25.5875,3
664,0,3,1,36.0,0.0,0,7.4958,3
665,1,3,1,20.0,1.0,0,7.925,3
666,0,2,1,32.0,2.0,0,65.6344,3
667,0,2,1,25.0,0.0,0,13.0,3
668,0,3,1,28.0,0.0,0,7.775,3
669,0,3,1,43.0,0.0,0,8.05,3
670,1,1,0,28.0,1.0,0,52.0,3
671,1,2,0,40.0,1.0,0,39.0,3
672,0,1,1,31.0,1.0,0,52.0,3
673,0,2,1,64.8125,0.0,0,10.5,3
674,1,2,1,31.0,0.0,0,13.0,3
675,0,2,1,28.0,0.0,0,0.0,3
676,0,3,1,18.0,0.0,0,7.775,3
677,0,3,1,24.5,0.0,0,8.05,3
678,1,3,0,18.0,0.0,0,9.8417,3
679,0,3,0,43.0,1.0,0,46.9,3
680,1,1,1,36.0,0.0,0,65.6344,0
681,0,3,0,28.0,0.0,0,8.1375,2
682,1,1,1,27.0,0.0,0,65.6344,0
683,0,3,1,20.0,0.0,0,9.225,3
684,0,3,1,14.0,2.5,0,46.9,3
685,0,2,1,60.0,1.0,0,39.0,3
686,0,2,1,25.0,1.0,0,41.5792,0
687,0,3,1,14.0,2.5,0,39.6875,3
688,0,3,1,19.0,0.0,0,10.1708,3
689,0,3,1,18.0,0.0,0,7.7958,3
690,1,1,0,15.0,0.0,0,65.6344,3
691,1,1,1,31.0,1.0,0,57.0,3
692,1,3,0,4.0,0.0,0,13.4167,0
693,1,3,1,28.0,0.0,0,56.4958,3
694,0,3,1,25.0,0.0,0,7.225,0
695,0,1,1,60.0,0.0,0,26.55,3
696,0,2,1,52.0,0.0,0,13.5,3
697,0,3,1,44.0,0.0,0,8.05,3
698,1,3,0,28.0,0.0,0,7.7333,2
699,0,1,1,49.0,1.0,0,65.6344,0
700,0,3,1,42.0,0.0,0,7.65,3
701,1,1,0,18.0,1.0,0,65.6344,0
702,1,1,1,35.0,0.0,0,26.2875,3
703,0,3,0,18.0,0.0,0,14.4542,0
704,0,3,1,25.0,0.0,0,7.7417,2
705,0,3,1,26.0,1.0,0,7.8542,3
706,0,2,1,39.0,0.0,0,26.0,3
707,1,2,0,45.0,0.0,0,13.5,3
708,1,1,1,42.0,0.0,0,26.2875,3
709,1,1,0,22.0,0.0,0,65.6344,3
710,1,3,1,28.0,1.0,0,15.2458,0
711,1,1,0,24.0,0.0,0,49.5042,0
712,0,1,1,28.0,0.0,0,26.55,3
713,1,1,1,48.0,1.0,0,52.0,3
714,0,3,1,29.0,0.0,0,9.4833,3
715,0,2,1,52.0,0.0,0,13.0,3
716,0,3,1,19.0,0.0,0,7.65,3
717,1,1,0,38.0,0.0,0,65.6344,0
718,1,2,0,27.0,0.0,0,10.5,3
719,0,3,1,28.0,0.0,0,15.5,2
720,0,3,1,33.0,0.0,0,7.775,3
721,1,2,0,6.0,0.0,0,33.0,3
722,0,3,1,17.0,1.0,0,7.0542,3
723,0,2,1,34.0,0.0,0,13.0,3
724,0,2,1,50.0,0.0,0,13.0,3
725,1,1,1,27.0,1.0,0,53.1,3
726,0,3,1,20.0,0.0,0,8.6625,3
727,1,2,0,30.0,2.5,0,21.0,3
728,1,3,0,28.0,0.0,0,7.7375,2
729,0,2,1,25.0,1.0,0,26.0,3
730,0,3,0,25.0,1.0,0,7.925,3
731,1,1,0,29.0,0.0,0,65.6344,3
732,0,3,1,11.0,0.0,0,18.7875,0
733,0,2,1,28.0,0.0,0,0.0,3
734,0,2,1,23.0,0.0,0,13.0,3
735,0,2,1,23.0,0.0,0,13.0,3
736,0,3,1,28.5,0.0,0,16.1,3
737,0,3,0,48.0,1.0,0,34.375,3
738,1,1,1,35.0,0.0,0,65.6344,0
739,0,3,1,28.0,0.0,0,7.8958,3
740,0,3,1,28.0,0.0,0,7.8958,3
741,1,1,1,28.0,0.0,0,30.0,3
742,0,1,1,36.0,1.0,0,65.6344,3
743,1,1,0,21.0,2.0,0,65.6344,0
744,0,3,1,24.0,1.0,0,16.1,3
745,1,3,1,31.0,0.0,0,7.925,3
746,0,1,1,64.8125,1.0,0,65.6344,3
747,0,3,1,16.0,1.0,0,20.25,3
748,1,2,0,30.0,0.0,0,13.0,3
749,0,1,1,19.0,1.0,0,53.1,3
750,0,3,1,31.0,0.0,0,7.75,2
751,1,2,0,4.0,1.0,0,23.0,3
752,1,3,1,6.0,0.0,0,12.475,3
753,0,3,1,33.0,0.0,0,9.5,3
754,0,3,1,23.0,0.0,0,7.8958,3
755,1,2,0,48.0,1.0,0,65.0,3
756,1,2,1,0.67,1.0,0,14.5,3
757,0,3,1,28.0,0.0,0,7.7958,3
758,0,2,1,18.0,0.0,0,11.5,3
759,0,3,1,34.0,0.0,0,8.05,3
760,1,1,0,33.0,0.0,0,65.6344,3
761,0,3,1,28.0,0.0,0,14.5,3
762,0,3,1,41.0,0.0,0,7.125,3
763,1,3,1,20.0,0.0,0,7.2292,0
764,1,1,0,36.0,1.0,0,65.6344,3
765,0,3,1,16.0,0.0,0,7.775,3
766,1,1,0,51.0,1.0,0,65.6344,3
767,0,1,1,28.0,0.0,0,39.6,0
768,0,3,0,30.5,0.0,0,7.75,2
769,0,3,1,28.0,1.0,0,24.15,2
770,0,3,1,32.0,0.0,0,8.3625,3
771,0,3,1,24.0,0.0,0,9.5,3
772,0,3,1,48.0,0.0,0,7.8542,3
773,0,2,0,57.0,0.0,0,10.5,3
774,0,3,1,28.0,0.0,0,7.225,0
775,1,2,0,54.0,1.0,0,23.0,3
776,0,3,1,18.0,0.0,0,7.75,3
777,0,3,1,28.0,0.0,0,7.75,2
778,1,3,0,5.0,0.0,0,12.475,3
779,0,3,1,28.0,0.0,0,7.7375,2
780,1,1,0,43.0,0.0,0,65.6344,3
781,1,3,0,13.0,0.0,0,7.2292,0
782,1,1,0,17.0,1.0,0,57.0,3
783,0,1,1,29.0,0.0,0,30.0,3
784,0,3,1,28.0,1.0,0,23.45,3
785,0,3,1,25.0,0.0,0,7.05,3
786,0,3,1,25.0,0.0,0,7.25,3
787,1,3,0,18.0,0.0,0,7.4958,3
788,0,3,1,8.0,2.5,0,29.125,2
789,1,3,1,1.0,1.0,0,20.575,3
790,0,1,1,46.0,0.0,0,65.6344,0
791,0,3,1,28.0,0.0,0,7.75,2
792,0,2,1,16.0,0.0,0,26.0,3
793,0,3,0,28.0,2.5,0,65.6344,3
794,0,1,1,28.0,0.0,0,30.6958,0
795,0,3,1,25.0,0.0,0,7.8958,3
796,0,2,1,39.0,0.0,0,13.0,3
797,1,1,0,49.0,0.0,0,25.9292,3
798,1,3,0,31.0,0.0,0,8.6833,3
799,0,3,1,30.0,0.0,0,7.2292,0
800,0,3,0,30.0,1.0,0,24.15,3
801,0,2,1,34.0,0.0,0,13.0,3
802,1,2,0,31.0,1.0,0,26.25,3
803,1,1,1,11.0,1.0,0,65.6344,3
804,1,3,1,0.42,0.0,0,8.5167,0
805,1,3,1,27.0,0.0,0,6.975,3
806,0,3,1,31.0,0.0,0,7.775,3
807,0,1,1,39.0,0.0,0,0.0,3
808,0,3,0,18.0,0.0,0,7.775,3
809,0,2,1,39.0,0.0,0,13.0,3
810,1,1,0,33.0,1.0,0,53.1,3
811,0,3,1,26.0,0.0,0,7.8875,3
812,0,3,1,39.0,0.0,0,24.15,3
813,0,2,1,35.0,0.0,0,10.5,3
814,0,3,0,6.0,2.5,0,31.275,3
815,0,3,1,30.5,0.0,0,8.05,3
816,0,1,1,28.0,0.0,0,0.0,3
817,0,3,0,23.0,0.0,0,7.925,3
818,0,2,1,31.0,1.0,0,37.0042,0
819,0,3,1,43.0,0.0,0,6.45,3
820,0,3,1,10.0,2.5,0,27.9,3
821,1,1,0,52.0,1.0,0,65.6344,3
822,1,3,1,27.0,0.0,0,8.6625,3
823,0,1,1,38.0,0.0,0,0.0,3
824,1,3,0,27.0,0.0,0,12.475,3
825,0,3,1,2.0,2.5,0,39.6875,3
826,0,3,1,28.0,0.0,0,6.95,2
827,0,3,1,28.0,0.0,0,56.4958,3
828,1,2,1,1.0,0.0,0,37.0042,0
829,1,3,1,28.0,0.0,0,7.75,2
830,1,1,0,62.0,0.0,0,65.6344,1
831,1,3,0,15.0,1.0,0,14.4542,0
832,1,2,1,0.83,1.0,0,18.75,3
833,0,3,1,28.0,0.0,0,7.2292,0
834,0,3,1,23.0,0.0,0,7.8542,3
835,0,3,1,18.0,0.0,0,8.3,3
836,1,1,0,39.0,1.0,0,65.6344,0
837,0,3,1,21.0,0.0,0,8.6625,3
838,0,3,1,28.0,0.0,0,8.05,3
839,1,3,1,32.0,0.0,0,56.4958,3
840,1,1,1,28.0,0.0,0,29.7,0
841,0,3,1,20.0,0.0,0,7.925,3
842,0,2,1,16.0,0.0,0,10.5,3
843,1,1,0,30.0,0.0,0,31.0,0
844,0,3,1,34.5,0.0,0,6.4375,0
845,0,3,1,17.0,0.0,0,8.6625,3
846,0,3,1,42.0,0.0,0,7.55,3
847,0,3,1,28.0,2.5,0,65.6344,3
848,0,3,1,35.0,0.0,0,7.8958,0
849,0,2,1,28.0,0.0,0,33.0,3
850,1,1,0,28.0,1.0,0,65.6344,0
851,0,3,1,4.0,2.5,0,31.275,3
852,0,3,1,64.8125,0.0,0,7.775,3
853,0,3,0,9.0,1.0,0,15.2458,0
854,1,1,0,16.0,0.0,0,39.4,3
855,0,2,0,44.0,1.0,0,26.0,3
856,1,3,0,18.0,0.0,0,9.35,3
857,1,1,0,45.0,1.0,0,65.6344,3
858,1,1,1,51.0,0.0,0,26.55,3
859,1,3,0,24.0,0.0,0,19.2583,0
860,0,3,1,28.0,0.0,0,7.2292,0
861,0,3,1,41.0,2.0,0,14.1083,3
862,0,2,1,21.0,1.0,0,11.5,3
863,1,1,0,48.0,0.0,0,25.9292,3
864,0,3,0,28.0,2.5,0,65.6344,3
865,0,2,1,24.0,0.0,0,13.0,3
866,1,2,0,42.0,0.0,0,13.0,3
867,1,2,0,27.0,1.0,0,13.8583,0
868,0,1,1,31.0,0.0,0,50.4958,3
869,0,3,1,28.0,0.0,0,9.5,3
870,1,3,1,4.0,1.0,0,11.1333,3
871,0,3,1,26.0,0.0,0,7.8958,3
872,1,1,0,47.0,1.0,0,52.5542,3
873,0,1,1,33.0,0.0,0,5.0,3
874,0,3,1,47.0,0.0,0,9.0,3
875,1,2,0,28.0,1.0,0,24.0,0
876,1,3,0,15.0,0.0,0,7.225,0
877,0,3,1,20.0,0.0,0,9.8458,3
878,0,3,1,19.0,0.0,0,7.8958,3
879,0,3,1,28.0,0.0,0,7.8958,3
880,1,1,0,56.0,0.0,0,65.6344,0
881,1,2,0,25.0,0.0,0,26.0,3
882,0,3,1,33.0,0.0,0,7.8958,3
883,0,3,0,22.0,0.0,0,10.5167,3
884,0,2,1,28.0,0.0,0,10.5,3
885,0,3,1,25.0,0.0,0,7.05,3
886,0,3,0,39.0,0.0,0,29.125,2
887,0,2,1,27.0,0.0,0,13.0,3
888,1,1,0,19.0,0.0,0,30.0,3
889,0,3,0,28.0,1.0,0,23.45,3
890,1,1,1,26.0,0.0,0,30.0,0
891,0,3,1,32.0,0.0,0,7.75,2
